day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,num_collisions
3,2021,03,03,2021-03-03,39.4,13.8,1013.7,10.0,6.0,11.1,19.0,52.0,21.0,0.0,999.9,0,244
4,2021,03,04,2021-03-04,41.8,21.3,1009.8,10.0,6.8,15.9,29.9,52.0,32.0,0.0,999.9,0,262
5,2021,03,05,2021-03-05,29.7,2.2,1011.5,10.0,11.1,15.9,29.9,45.0,23.0,0.0,999.9,0,306
6,2021,03,06,2021-03-06,32.8,10.5,1016.3,10.0,8.4,15.9,22.0,37.0,23.0,0.0,999.9,0,251
7,2021,03,07,2021-03-07,32.7,10.8,1024.9,10.0,5.9,12.0,18.1,41.0,28.9,0.0,999.9,0,216
1,2021,03,08,2021-03-08,33.7,8.6,1029.5,10.0,4.2,8.0,15.0,43.0,26.1,0.0,999.9,0,250
2,2021,03,09,2021-03-09,50.2,17.4,1026.5,10.0,6.6,11.1,19.0,63.0,42.1,0.0,999.9,0,299
3,2021,03,10,2021-03-10,48.0,29.0,1032.1,10.0,5.3,8.9,15.9,64.0,41.0,0.0,999.9,0,224
4,2021,03,11,2021-03-11,53.7,40.5,1024.3,7.3,2.6,7.0,999.9,71.1,41.0,0.0,999.9,1,287
5,2021,03,12,2021-03-12,63.1,32.2,1017.7,10.0,6.0,9.9,20.0,71.1,44.1,0.0,999.9,0,338
6,2021,03,13,2021-03-13,45.2,9.7,1021.5,10.0,7.4,15.9,28.0,68.0,33.1,0.0,999.9,0,252
7,2021,03,14,2021-03-14,45.3,13.2,1015.9,10.0,8.0,15.9,32.1,54.0,33.1,0.0,999.9,0,244
1,2021,03,15,2021-03-15,31.1,-3.3,1024.5,10.0,9.0,15.0,29.9,37.9,24.1,0.0,999.9,0,253
2,2021,03,16,2021-03-16,32.7,5.4,1025.8,10.0,3.7,8.9,15.0,39.0,24.1,0.0,999.9,0,237
3,2021,03,17,2021-03-17,39.5,30.5,1021.7,9.9,3.0,8.0,999.9,46.9,28.9,0.0,999.9,0,243
4,2021,03,18,2021-03-18,45.3,40.6,1015.9,6.5,3.7,9.9,15.9,46.9,34.0,0.0,999.9,0,244
5,2021,03,19,2021-03-19,38.5,15.4,1018.6,9.3,11.3,19.0,28.9,46.9,30.9,0.67,999.9,0,309
6,2021,03,20,2021-03-20,43.6,12.3,1032.6,10.0,3.0,7.0,999.9,59.0,30.9,0.07,999.9,0,283
7,2021,03,21,2021-03-21,51.9,20.7,1033.4,10.0,2.5,7.0,999.9,63.0,33.1,0.0,999.9,0,261
1,2021,03,22,2021-03-22,50.6,30.2,1029.8,9.5,2.9,7.0,999.9,63.0,42.1,0.0,999.9,0,295
2,2021,03,23,2021-03-23,52.0,39.8,1025.7,8.8,4.1,7.0,999.9,66.0,42.1,0.0,999.9,0,283
3,2021,03,24,2021-03-24,51.6,44.5,1022.6,8.4,4.1,8.0,999.9,66.0,43.0,0.0,999.9,1,268
4,2021,03,25,2021-03-25,55.6,51.6,1017.2,4.1,4.1,8.0,14.0,68.0,46.9,1.27,999.9,0,257
5,2021,03,26,2021-03-26,62.6,50.3,1008.0,7.0,5.3,15.9,32.1,82.0,48.9,0.2,999.9,0,336
6,2021,03,27,2021-03-27,58.0,37.7,1018.1,10.0,6.6,14.0,28.0,82.0,50.0,0.19,999.9,0,325
7,2021,03,28,2021-03-28,54.0,47.9,1012.4,6.9,3.8,11.1,20.0,69.1,48.0,0.0,999.9,1,198
1,2021,03,29,2021-03-29,50.9,28.6,1011.6,9.5,10.5,17.1,32.1,60.1,45.0,0.76,999.9,0,240
2,2021,03,30,2021-03-30,50.6,25.8,1027.3,10.0,4.6,9.9,19.0,61.0,42.1,0.0,999.9,0,281
3,2021,03,31,2021-03-31,56.2,47.8,1020.2,9.2,4.8,8.0,17.1,66.9,42.1,0.0,999.9,0,284
4,2021,04,01,2021-04-01,48.6,37.4,1010.2,8.3,7.9,13.0,27.0,66.9,41.0,0.36,999.9,1,263
5,2021,04,02,2021-04-02,35.1,13.4,1019.9,10.0,9.1,14.0,24.1,57.9,28.0,0.02,999.9,0,283
6,2021,04,03,2021-04-03,40.3,7.9,1026.1,10.0,5.9,8.9,17.1,53.1,32.0,0.0,999.9,0,281
7,2021,04,04,2021-04-04,52.4,22.4,9999.9,10.0,3.3,8.9,999.9,64.9,45.0,0.0,999.9,0,259
1,2021,04,05,2021-04-05,57.2,22.1,1012.6,10.0,6.9,12.0,25.1,68.0,48.0,0.0,999.9,0,268
2,2021,04,06,2021-04-06,57.6,15.2,1013.5,10.0,6.8,9.9,15.9,70.0,46.9,0.0,999.9,0,318
3,2021,04,07,2021-04-07,60.0,30.0,1014.9,10.0,2.5,5.1,999.9,72.0,46.9,0.0,999.9,0,303
4,2021,04,08,2021-04-08,57.6,38.3,1018.7,10.0,3.1,8.0,999.9,72.0,48.9,0.0,999.9,0,310
5,2021,04,09,2021-04-09,52.7,43.4,1020.9,9.9,3.9,8.9,17.1,70.0,48.9,0.0,999.9,0,281
6,2021,04,10,2021-04-10,57.5,48.5,1016.2,9.7,2.4,7.0,999.9,70.0,48.9,0.01,999.9,0,294
7,2021,04,11,2021-04-11,55.0,52.6,1005.6,3.5,4.8,13.0,22.0,70.0,50.0,0.01,999.9,1,215
1,2021,04,12,2021-04-12,47.6,41.3,1007.2,7.2,8.0,14.0,27.0,51.1,44.6,0.43,999.9,0,264
2,2021,04,13,2021-04-13,52.4,39.8,1016.4,9.1,4.3,8.0,999.9,64.9,44.1,0.54,999.9,0,321
3,2021,04,14,2021-04-14,58.4,42.2,1016.3,10.0,3.2,8.0,15.9,72.0,44.1,0.06,999.9,0,295
4,2021,04,15,2021-04-15,54.6,48.9,1008.0,6.9,3.5,8.9,15.0,72.0,48.0,0.0,999.9,0,270
5,2021,04,16,2021-04-16,46.0,36.8,1004.0,9.5,5.5,14.0,24.1,57.9,41.0,0.84,999.9,0,298
6,2021,04,17,2021-04-17,48.6,34.8,1007.5,10.0,5.4,9.9,17.1,55.9,41.0,0.03,999.9,0,264
7,2021,04,18,2021-04-18,54.6,35.4,1009.7,10.0,2.9,6.0,999.9,64.0,43.0,0.0,999.9,0,258
1,2021,04,19,2021-04-19,58.9,36.2,1010.4,10.0,3.0,8.9,17.1,64.9,48.9,0.0,999.9,0,320
2,2021,04,20,2021-04-20,62.2,40.3,1011.9,10.0,2.7,8.0,20.0,75.9,52.0,0.0,999.9,0,313
3,2021,04,21,2021-04-21,58.5,40.6,1006.7,9.6,4.7,12.0,28.9,75.9,45.0,0.0,999.9,0,283
4,2021,04,22,2021-04-22,41.2,17.5,1009.7,10.0,10.7,17.1,28.9,46.9,36.0,0.11,999.9,0,252
5,2021,04,23,2021-04-23,49.4,19.2,1014.5,10.0,7.5,12.0,22.0,64.0,36.0,0.0,999.9,0,357
6,2021,04,24,2021-04-24,60.4,27.2,1014.7,10.0,3.7,8.0,15.0,72.0,39.0,0.0,999.9,0,301
7,2021,04,25,2021-04-25,56.1,42.2,1007.6,7.7,3.9,8.9,999.9,72.0,48.9,0.47,999.9,0,273
1,2021,04,26,2021-04-26,52.0,25.6,1014.2,10.0,7.4,11.1,22.0,63.0,41.0,0.12,999.9,0,300
2,2021,04,27,2021-04-27,54.4,21.9,1017.9,10.0,2.7,8.0,15.0,64.0,41.0,0.0,999.9,0,273
3,2021,04,28,2021-04-28,63.6,45.5,1010.9,9.8,2.0,5.1,999.9,82.9,46.0,0.0,999.9,0,380
4,2021,04,29,2021-04-29,66.7,57.2,1006.1,8.2,1.3,8.0,999.9,84.9,52.0,0.05,999.9,0,324
5,2021,04,30,2021-04-30,65.1,46.0,997.3,9.7,9.2,15.9,29.9,71.1,55.0,0.02,999.9,0,331
6,2021,05,01,2021-05-01,52.0,25.7,1009.5,10.0,9.3,17.1,28.9,71.1,42.1,0.03,999.9,0,318
7,2021,05,02,2021-05-02,66.0,35.2,1007.8,10.0,5.7,8.9,19.0,82.0,42.1,0.0,999.9,0,330
1,2021,05,03,2021-05-03,62.9,48.3,1010.3,10.0,5.2,8.9,999.9,82.0,55.9,0.0,999.9,0,316
2,2021,05,04,2021-05-04,58.8,53.2,1007.1,7.0,3.8,8.9,15.9,72.0,51.8,0.81,999.9,0,345
3,2021,05,05,2021-05-05,55.3,51.9,1006.7,5.6,3.4,11.1,20.0,73.0,52.0,0.23,999.9,0,339
4,2021,05,06,2021-05-06,57.0,38.3,1012.1,9.8,5.9,9.9,20.0,66.0,50.0,0.31,999.9,0,339
5,2021,05,07,2021-05-07,57.7,32.1,1012.8,10.0,3.7,7.0,999.9,66.0,48.9,0.0,999.9,0,319
6,2021,05,08,2021-05-08,51.8,40.0,1011.1,10.0,2.9,8.0,15.9,66.0,48.9,0.0,999.9,0,305
7,2021,05,09,2021-05-09,51.9,41.0,1016.3,9.0,3.3,9.9,18.1,64.9,46.0,0.05,999.9,0,266
1,2021,05,10,2021-05-10,52.1,44.5,1011.0,8.1,4.9,8.0,999.9,64.9,46.0,0.5,999.9,0,279
2,2021,05,11,2021-05-11,56.8,34.7,1016.3,10.0,4.6,8.9,19.0,66.9,46.9,0.03,999.9,0,326
3,2021,05,12,2021-05-12,56.6,30.4,1020.0,10.0,6.9,11.1,19.0,68.0,46.0,0.0,999.9,0,329
4,2021,05,13,2021-05-13,60.6,30.6,1022.3,10.0,2.5,7.0,999.9,72.0,46.0,0.0,999.9,0,318
5,2021,05,14,2021-05-14,63.8,32.8,1022.5,10.0,3.6,8.0,18.1,75.9,50.0,0.0,999.9,0,411
6,2021,05,15,2021-05-15,66.8,34.3,1023.1,10.0,3.4,8.0,999.9,79.0,52.0,0.0,999.9,0,321
7,2021,05,16,2021-05-16,66.7,39.5,1023.8,10.0,2.5,7.0,999.9,79.0,55.0,0.0,999.9,0,337
1,2021,05,17,2021-05-17,66.2,43.2,1024.7,10.0,2.1,8.0,999.9,78.1,55.9,0.01,999.9,0,320
2,2021,05,18,2021-05-18,70.4,42.9,1025.3,10.0,4.4,7.0,15.0,82.0,55.9,0.0,999.9,0,374
3,2021,05,19,2021-05-19,75.4,45.3,1024.9,10.0,4.5,6.0,999.9,86.0,60.1,0.0,999.9,0,347
4,2021,05,20,2021-05-20,68.3,39.5,1030.2,10.0,2.6,6.0,999.9,86.0,62.1,0.0,999.9,0,385
5,2021,05,21,2021-05-21,66.8,44.7,1032.0,10.0,1.5,5.1,999.9,79.0,57.9,0.0,999.9,0,384
6,2021,05,22,2021-05-22,75.8,54.4,1023.0,10.0,2.2,11.1,17.1,89.1,57.9,0.0,999.9,0,378
7,2021,05,23,2021-05-23,80.0,59.0,1013.9,10.0,5.5,11.1,21.0,89.1,64.9,0.0,999.9,0,330
1,2021,05,24,2021-05-24,65.2,45.4,1023.1,10.0,6.0,13.0,24.1,88.0,59.0,0.0,999.9,0,322
2,2021,05,25,2021-05-25,64.0,47.0,1024.2,9.9,4.1,8.0,999.9,73.0,57.9,0.0,999.9,0,354
3,2021,05,26,2021-05-26,72.8,62.0,1016.5,9.0,3.5,8.9,15.0,86.0,57.9,0.0,999.9,0,333
4,2021,05,27,2021-05-27,73.1,57.0,1013.2,9.4,3.9,11.1,17.1,86.0,64.9,0.09,999.9,0,433
5,2021,05,28,2021-05-28,62.3,42.4,1017.0,9.2,7.2,13.0,20.0,81.0,50.0,0.02,999.9,0,358
6,2021,05,29,2021-05-29,49.1,45.9,1015.4,6.9,10.4,17.1,29.9,51.8,46.4,1.41,999.9,0,242
7,2021,05,30,2021-05-30,49.2,45.0,1020.9,6.5,8.0,14.0,21.0,51.8,46.4,0.4,999.9,0,256
1,2021,05,31,2021-05-31,55.1,47.2,1022.0,8.7,4.7,8.9,15.0,70.0,46.9,0.78,999.9,0,275
2,2021,06,01,2021-06-01,64.8,50.3,1023.9,10.0,0.9,4.1,999.9,75.9,48.9,0.02,999.9,0,355
3,2021,06,02,2021-06-02,67.7,53.5,1023.3,10.0,2.5,5.1,999.9,75.9,57.0,0.0,999.9,0,339
4,2021,06,03,2021-06-03,65.5,59.2,1018.3,7.5,1.0,4.1,999.9,75.0,60.1,0.0,999.9,1,288
5,2021,06,04,2021-06-04,70.2,66.0,1012.6,7.4,2.5,13.0,24.1,78.1,60.1,0.38,999.9,1,331
6,2021,06,05,2021-06-05,74.8,62.8,1013.0,9.9,4.1,9.9,19.0,89.1,63.0,0.39,999.9,0,365
7,2021,06,06,2021-06-06,83.5,62.2,1015.9,10.0,2.7,7.0,14.0,91.9,66.0,0.0,999.9,0,367
1,2021,06,07,2021-06-07,81.5,68.0,1017.9,9.0,2.6,6.0,999.9,91.9,75.9,0.0,999.9,0,381
2,2021,06,08,2021-06-08,80.6,70.4,1017.0,9.0,2.6,11.1,20.0,91.0,72.0,0.07,999.9,0,355
3,2021,06,09,2021-06-09,78.7,69.6,1015.1,9.0,2.4,7.0,999.9,90.0,72.0,0.48,999.9,0,353
4,2021,06,10,2021-06-10,78.2,58.2,1015.6,10.0,4.9,9.9,21.0,90.0,72.0,0.01,999.9,0,370
5,2021,06,11,2021-06-11,65.8,50.9,1016.1,10.0,4.6,8.0,999.9,84.0,62.1,0.0,999.9,0,343
6,2021,06,12,2021-06-12,66.2,57.1,1011.3,10.0,4.2,8.9,999.9,69.1,62.1,0.0,999.9,0,327
7,2021,06,13,2021-06-13,66.8,55.6,1012.9,10.0,1.9,5.1,999.9,75.9,62.1,0.0,999.9,0,330
1,2021,06,14,2021-06-14,67.9,60.1,1010.8,8.5,2.0,6.0,999.9,75.9,62.1,0.14,999.9,0,329
2,2021,06,15,2021-06-15,71.9,60.6,1007.3,999.9,3.1,8.0,15.9,80.1,64.0,0.09,999.9,0,369
3,2021,06,16,2021-06-16,69.5,47.7,1009.9,999.9,3.8,8.0,17.1,80.1,62.1,0.0,999.9,0,370
4,2021,06,17,2021-06-17,68.9,38.5,1014.6,10.0,3.8,8.0,999.9,78.1,57.0,0.0,999.9,0,388
5,2021,06,18,2021-06-18,73.7,45.9,1015.3,10.0,3.6,8.0,15.9,84.0,57.0,0.0,999.9,0,387
6,2021,06,19,2021-06-19,75.8,61.2,1008.7,9.9,4.4,7.0,14.0,88.0,63.0,0.14,999.9,0,372
7,2021,06,20,2021-06-20,75.4,62.4,1009.1,10.0,2.5,6.0,999.9,88.0,64.9,0.0,999.9,0,323
1,2021,06,21,2021-06-21,80.0,69.8,1006.1,9.8,2.5,6.0,999.9,86.0,66.0,0.0,999.9,0,361
2,2021,06,22,2021-06-22,72.1,64.3,1004.9,9.0,4.2,8.9,19.0,86.0,62.1,0.01,999.9,0,290
3,2021,06,23,2021-06-23,64.9,45.8,1019.2,10.0,4.3,8.9,15.0,78.1,55.0,0.24,999.9,0,353
4,2021,06,24,2021-06-24,68.6,50.8,1027.3,10.0,2.8,6.0,999.9,77.0,55.0,0.0,999.9,0,384
5,2021,06,25,2021-06-25,69.4,55.2,1025.8,10.0,2.6,8.0,999.9,81.0,61.0,0.0,999.9,0,381
6,2021,06,26,2021-06-26,74.7,67.5,1023.4,9.5,2.4,6.0,999.9,82.9,64.0,0.0,999.9,0,375
7,2021,06,27,2021-06-27,79.5,69.9,1021.3,10.0,3.8,8.0,999.9,90.0,68.0,0.04,999.9,0,333
1,2021,06,28,2021-06-28,83.2,70.3,1021.9,10.0,4.1,8.0,15.0,91.9,73.0,0.0,999.9,0,379
2,2021,06,29,2021-06-29,86.0,70.7,1021.6,10.0,4.2,8.0,999.9,95.0,75.9,0.0,999.9,0,350
3,2021,06,30,2021-06-30,88.3,69.4,1015.9,10.0,4.3,9.9,18.1,98.1,78.1,0.0,999.9,0,361
4,2021,07,01,2021-07-01,76.0,70.5,1011.6,6.5,2.1,11.1,18.1,98.1,72.0,0.65,999.9,1,319
5,2021,07,02,2021-07-02,72.7,68.4,1006.7,6.8,1.9,6.0,999.9,84.0,69.1,1.0,999.9,1,333
6,2021,07,03,2021-07-03,63.6,59.4,1008.7,8.1,6.3,12.0,22.0,79.0,59.0,0.88,999.9,0,291
7,2021,07,04,2021-07-04,67.5,58.7,1011.7,9.6,2.4,6.0,999.9,79.0,59.0,0.03,999.9,0,289
1,2021,07,05,2021-07-05,74.0,64.8,1016.4,5.9,2.5,7.0,999.9,82.9,60.1,0.0,999.9,0,322
2,2021,07,06,2021-07-06,80.1,66.9,1014.9,8.9,5.6,12.0,28.9,91.9,66.9,0.0,999.9,0,326
3,2021,07,07,2021-07-07,79.8,70.0,1013.9,6.8,2.4,6.0,999.9,91.9,71.1,0.55,999.9,0,324
4,2021,07,08,2021-07-08,78.9,70.0,1014.1,6.7,4.2,11.1,21.0,91.0,71.1,0.0,999.9,1,305
5,2021,07,09,2021-07-09,75.4,70.1,1010.2,5.4,3.6,9.9,18.1,84.9,70.0,3.83,999.9,0,346
6,2021,07,10,2021-07-10,73.1,67.3,1013.8,8.8,2.7,12.0,22.9,84.9,68.0,0.5,999.9,0,293
7,2021,07,11,2021-07-11,72.6,68.6,1018.6,5.8,1.7,6.0,999.9,81.0,68.0,0.27,999.9,0,263
1,2021,07,12,2021-07-12,77.3,72.1,1018.7,6.3,3.0,11.1,17.1,86.0,70.0,1.43,999.9,1,303
2,2021,07,13,2021-07-13,71.1,67.5,1023.2,7.1,6.1,11.1,15.9,86.0,69.1,1.42,999.9,0,298
3,2021,07,14,2021-07-14,75.2,69.2,1021.0,6.5,3.2,6.0,18.1,87.1,69.1,0.0,999.9,0,331
4,2021,07,15,2021-07-15,80.8,68.3,1018.6,10.0,1.9,5.1,999.9,89.1,69.1,0.0,999.9,0,372
5,2021,07,16,2021-07-16,84.0,70.4,1015.6,10.0,2.9,7.0,999.9,91.0,73.9,0.0,999.9,0,350
6,2021,07,17,2021-07-17,81.7,70.7,1016.5,8.4,1.4,6.0,999.9,91.0,75.0,0.0,999.9,0,339
7,2021,07,18,2021-07-18,76.5,69.9,1014.2,8.1,3.9,9.9,15.9,91.0,72.0,0.65,999.9,0,310
1,2021,07,19,2021-07-19,74.7,64.6,1014.3,10.0,4.1,8.9,999.9,84.0,71.1,0.03,999.9,0,328
2,2021,07,20,2021-07-20,78.6,66.0,1013.0,5.5,2.3,5.1,999.9,86.0,71.1,0.01,999.9,0,286
3,2021,07,21,2021-07-21,77.5,65.3,1011.3,5.3,1.9,6.0,999.9,86.0,70.0,0.0,999.9,0,330
4,2021,07,22,2021-07-22,74.0,57.2,1016.9,10.0,2.8,7.0,999.9,81.0,66.9,0.05,999.9,0,329
5,2021,07,23,2021-07-23,73.6,54.7,1019.5,9.6,2.6,7.0,999.9,82.9,66.9,0.0,999.9,0,324
6,2021,07,24,2021-07-24,74.5,58.3,1019.0,10.0,2.0,5.1,999.9,84.0,66.9,0.01,999.9,0,337
7,2021,07,25,2021-07-25,74.9,66.0,1013.8,7.7,1.8,6.0,999.9,84.0,66.0,0.0,999.9,0,322
1,2021,07,26,2021-07-26,80.0,67.1,1011.7,6.1,2.2,7.0,999.9,88.0,66.0,0.78,999.9,1,359
2,2021,07,27,2021-07-27,81.4,60.8,1013.4,6.9,2.4,6.0,15.9,89.1,72.0,0.0,999.9,0,318
3,2021,07,28,2021-07-28,74.8,62.2,1015.0,8.9,3.9,12.0,999.9,89.1,69.1,0.14,999.9,0,300
4,2021,07,29,2021-07-29,73.3,66.0,1015.0,8.7,2.7,8.9,24.1,81.0,69.1,0.43,999.9,0,319
5,2021,07,30,2021-07-30,74.5,61.3,1008.1,7.9,6.2,13.0,21.0,82.0,69.1,0.04,999.9,0,383
6,2021,07,31,2021-07-31,69.0,48.9,1014.8,10.0,3.4,9.9,17.1,82.0,60.1,0.0,999.9,0,353
7,2021,08,01,2021-08-01,71.3,58.6,1012.7,10.0,1.8,6.0,999.9,77.0,60.1,0.0,999.9,0,303
1,2021,08,02,2021-08-02,70.5,58.0,1013.3,9.7,3.6,7.0,15.9,80.1,63.0,0.04,999.9,0,325
2,2021,08,03,2021-08-03,72.0,53.1,1019.2,10.0,1.9,5.1,999.9,80.1,63.0,0.0,999.9,0,313
3,2021,08,04,2021-08-04,71.9,58.6,1019.7,10.0,3.0,8.9,999.9,79.0,64.9,0.0,999.9,0,291
4,2021,08,05,2021-08-05,73.1,61.2,1018.7,10.0,4.3,8.9,999.9,81.0,66.9,0.0,999.9,0,304
5,2021,08,06,2021-08-06,77.4,63.7,1020.2,10.0,2.5,6.0,999.9,88.0,69.1,0.0,999.9,0,355
6,2021,08,07,2021-08-07,78.6,62.8,1018.3,10.0,3.9,8.0,999.9,88.0,70.0,0.0,999.9,0,334
7,2021,08,08,2021-08-08,72.4,63.4,1018.0,8.2,5.6,14.0,20.0,87.1,66.0,0.11,999.9,0,314
1,2021,08,09,2021-08-09,72.6,66.7,1019.9,8.3,5.1,9.9,15.0,81.0,66.0,0.1,999.9,0,339
2,2021,08,10,2021-08-10,76.6,69.3,1020.2,9.3,1.7,9.9,24.1,84.0,69.1,0.0,999.9,1,331
3,2021,08,11,2021-08-11,79.2,72.3,1016.4,8.3,2.5,7.0,999.9,89.1,71.1,0.83,999.9,0,316
4,2021,08,12,2021-08-12,80.9,70.3,1015.4,9.3,3.5,7.0,20.0,93.0,73.0,0.18,999.9,0,324
5,2021,08,13,2021-08-13,85.3,69.0,1016.2,10.0,2.0,7.0,999.9,93.9,73.9,0.0,999.9,0,358
6,2021,08,14,2021-08-14,84.1,68.0,1017.0,10.0,2.7,6.0,999.9,93.9,78.1,0.0,999.9,0,302
7,2021,08,15,2021-08-15,76.8,55.9,1021.6,10.0,4.0,8.9,15.0,88.0,70.0,0.0,999.9,0,314
1,2021,08,16,2021-08-16,74.5,58.8,1022.5,10.0,2.2,6.0,999.9,82.9,69.1,0.0,999.9,0,301
2,2021,08,17,2021-08-17,75.5,64.8,1022.4,10.0,2.0,6.0,999.9,82.9,69.1,0.0,999.9,0,286
3,2021,08,18,2021-08-18,77.3,70.4,1022.2,10.0,1.8,7.0,999.9,82.9,73.0,0.0,999.9,0,334
4,2021,08,19,2021-08-19,79.5,72.1,1014.3,9.3,3.7,9.9,19.0,84.9,73.9,0.2,999.9,0,286
5,2021,08,20,2021-08-20,78.4,67.4,1012.2,10.0,2.8,6.0,999.9,84.9,75.0,0.0,999.9,0,325
6,2021,08,21,2021-08-21,77.8,70.1,1012.8,10.0,1.4,7.0,999.9,82.0,73.0,0.0,999.9,0,321
7,2021,08,22,2021-08-22,74.0,71.7,1009.9,3.3,4.2,9.9,17.1,82.0,70.0,4.47,999.9,1,257
1,2021,08,23,2021-08-23,74.4,70.2,1007.7,5.8,4.6,8.0,15.0,82.9,70.0,3.58,999.9,1,293
2,2021,08,24,2021-08-24,79.8,66.6,1012.4,10.0,2.6,6.0,999.9,89.1,71.1,0.14,999.9,0,332
3,2021,08,25,2021-08-25,81.8,65.2,1018.1,10.0,1.5,4.1,999.9,91.0,72.0,0.0,999.9,0,336
4,2021,08,26,2021-08-26,83.9,69.5,1019.0,8.9,2.1,7.0,999.9,91.0,72.0,0.0,999.9,0,343
5,2021,08,27,2021-08-27,82.3,71.8,1018.2,8.7,2.6,13.0,20.0,93.0,75.0,0.0,999.9,1,349
6,2021,08,28,2021-08-28,74.9,66.2,1022.6,9.9,5.3,14.0,22.9,93.0,68.0,0.67,999.9,0,303
7,2021,08,29,2021-08-29,71.0,62.4,1023.0,10.0,3.4,8.0,999.9,80.1,66.9,0.0,999.9,0,358
1,2021,08,30,2021-08-30,77.5,71.4,1013.3,8.8,1.4,6.0,999.9,84.9,66.9,0.0,999.9,0,323
2,2021,08,31,2021-08-31,79.1,65.1,1008.7,10.0,2.9,8.0,14.0,84.9,73.0,0.0,999.9,0,310
3,2021,09,01,2021-09-01,73.0,64.3,1008.7,7.9,5.5,15.0,28.0,82.9,66.9,0.07,999.9,1,319
4,2021,09,02,2021-09-02,67.6,55.7,1008.4,7.8,7.2,19.0,34.0,78.1,61.0,7.12,999.9,1,365
5,2021,09,03,2021-09-03,66.7,51.1,1016.4,10.0,3.0,6.0,999.9,77.0,59.0,0.1,999.9,0,352
6,2021,09,04,2021-09-04,68.8,54.1,1016.4,10.0,2.2,6.0,999.9,79.0,59.0,0.0,999.9,0,341
7,2021,09,05,2021-09-05,70.7,61.3,1012.0,9.8,1.5,6.0,999.9,79.0,61.0,0.0,999.9,0,293
1,2021,09,06,2021-09-06,74.2,61.8,1009.0,9.5,4.7,8.9,15.9,81.0,66.9,0.02,999.9,0,299
2,2021,09,07,2021-09-07,71.9,55.6,1013.7,10.0,2.1,6.0,999.9,81.0,64.9,0.0,999.9,0,337
3,2021,09,08,2021-09-08,75.2,64.7,1011.5,10.0,2.5,8.0,15.9,82.0,64.9,0.0,999.9,0,334
4,2021,09,09,2021-09-09,71.6,66.6,1008.2,7.4,6.7,19.0,24.1,82.0,69.1,0.04,999.9,0,294
5,2021,09,10,2021-09-10,68.6,54.4,1010.9,10.0,5.8,8.9,20.0,75.9,63.0,0.22,999.9,0,352
6,2021,09,11,2021-09-11,68.2,51.2,1020.3,10.0,1.8,5.1,999.9,75.9,60.1,0.0,999.9,0,333
7,2021,09,12,2021-09-12,73.0,59.9,1018.9,10.0,3.2,6.0,999.9,81.0,60.1,0.0,999.9,0,321
1,2021,09,13,2021-09-13,78.3,64.2,1016.2,10.0,4.2,7.0,999.9,82.9,66.0,0.0,999.9,0,378
2,2021,09,14,2021-09-14,72.8,64.3,1017.7,9.5,1.6,5.1,999.9,82.9,66.9,0.12,999.9,0,342
3,2021,09,15,2021-09-15,77.1,69.3,1014.6,8.4,999.9,999.9,999.9,84.9,66.9,0.0,999.9,0,356
4,2021,09,16,2021-09-16,73.6,64.4,1020.4,10.0,999.9,999.9,999.9,84.9,71.1,0.0,999.9,0,269
5,2021,09,17,2021-09-17,72.1,66.9,1023.6,8.4,999.9,999.9,999.9,75.9,69.1,0.0,999.9,0,375
6,2021,09,18,2021-09-18,75.3,66.1,1017.7,10.0,999.9,999.9,999.9,84.0,69.1,0.0,999.9,0,319
7,2021,09,19,2021-09-19,71.7,55.8,1019.9,10.0,999.9,999.9,999.9,84.0,64.0,0.0,999.9,0,318
1,2021,09,20,2021-09-20,68.1,56.2,1026.0,10.0,999.9,999.9,999.9,75.9,63.0,0.0,999.9,0,317
2,2021,09,21,2021-09-21,68.6,58.3,1027.2,10.0,999.9,999.9,999.9,75.9,63.0,0.0,999.9,0,311
3,2021,09,22,2021-09-22,73.8,69.0,1019.5,8.4,999.9,999.9,999.9,79.0,63.0,0.09,999.9,0,289
4,2021,09,23,2021-09-23,75.8,69.2,1014.1,9.3,4.2,7.0,999.9,79.0,70.0,0.01,999.9,1,319
5,2021,09,24,2021-09-24,65.2,55.0,1017.3,8.1,4.5,8.9,20.0,79.0,57.0,2.03,999.9,1,383
6,2021,09,25,2021-09-25,66.0,51.7,1016.6,10.0,0.9,4.1,999.9,75.0,57.0,0.66,999.9,0,358
7,2021,09,26,2021-09-26,66.2,49.2,1012.1,10.0,4.2,8.9,18.1,75.0,57.0,0.0,999.9,0,314
1,2021,09,27,2021-09-27,68.3,48.7,1013.9,10.0,999.9,999.9,999.9,78.1,61.0,0.0,999.9,0,325
2,2021,09,28,2021-09-28,68.8,58.1,1010.5,9.3,999.9,999.9,999.9,78.1,62.1,0.0,999.9,1,296
3,2021,09,29,2021-09-29,62.2,44.3,1014.3,10.0,999.9,999.9,999.9,71.1,54.0,0.27,999.9,0,343
4,2021,09,30,2021-09-30,61.5,44.8,1018.3,10.0,999.9,999.9,999.9,68.0,54.0,0.0,999.9,0,344
5,2021,10,01,2021-10-01,58.7,44.0,1023.1,10.0,999.9,999.9,999.9,66.9,51.1,0.0,999.9,0,385
6,2021,10,02,2021-10-02,63.8,48.9,1021.0,10.0,999.9,999.9,999.9,73.9,51.1,0.0,999.9,0,349
