"","day","temp","dewp","num_collisions"
"970",5,72.7,51.5,609
"971",6,75.7,53.9,539
"972",7,79.1,61.9,563
"973",1,81.7,66,614
"974",2,82,64,626
"975",3,81.1,64.3,654
"976",4,82.6,64.2,665
"977",5,80.6,65.2,643
"978",6,74,57.1,541
"979",7,74.1,55.8,504
"980",1,78.4,60.5,485
"981",2,84.2,64.2,795
"982",3,82,68.8,740
"983",4,75.2,69.8,716
"984",5,72.3,63.1,765
"985",6,74,63.4,554
"986",7,72,62.5,478
"987",1,66.4,46.7,579
"988",2,72,48.2,579
"989",3,75.8,53.6,748
"990",4,77,55.4,744
"991",5,76.3,54.7,760
"992",6,74.7,61.8,655
"993",7,73.9,57,556
"994",1,65.8,42.9,624
"995",2,66.8,47.6,571
"996",3,68.4,47.9,501
"997",4,69.7,51.9,619
"998",5,69,52.3,585
"999",6,66.5,49.1,557
"1000",7,63.5,50,493
"1001",1,70.1,60.3,586
"1002",2,75.6,67.3,557
"1003",3,73.5,67.6,634
"1004",4,59.8,48.7,683
"1005",5,52.7,46.5,798
"1006",6,50.2,45,556
"1007",7,56.5,42.3,536
"1008",1,57.7,43.4,597
"1009",2,61.2,45.4,631
"1010",3,64.9,49.3,668
"1011",4,63.8,49.4,666
"1012",5,66.6,58.4,764
"1013",6,58.9,42.6,649
"1014",7,59.3,42.6,559
"1015",1,64.4,46.5,505
"1016",2,65.8,54.3,724
"1017",3,63.8,47,658
"1018",4,58.2,39.4,683
"1019",5,58.5,38.7,676
"1020",6,51.6,31.2,565
"1021",7,43.5,21.2,551
"1022",1,42.9,23.8,667
"1023",2,56.2,34.1,714
"1024",3,65,42.1,720
"1025",4,65.4,47.1,666
"1026",5,58.8,37.5,742
"1027",6,48.4,34.2,519
"1028",7,59.1,47.6,522
"1029",1,51.8,33.6,698
"1030",2,51.9,35.6,631
"1031",3,58,50.5,689
"1032",4,67.2,55.2,767
"1033",5,55.8,31.8,688
"1034",6,49.1,31.5,357
"1036",1,59.4,44.7,613
"1037",2,60.6,42.6,655
"1038",3,62.9,45.9,672
"1039",4,62.8,57.5,690
"1040",5,69.4,62.3,616
"1041",6,64.9,47.9,500
"1042",7,51.9,31.1,472
"1043",1,51.1,31.4,615
"1044",2,55,47.2,757
"1045",3,52.7,47.6,530
"1046",4,55.4,49.3,637
"1047",5,55.4,34.7,677
"1048",6,46.4,23.3,613
"1049",7,46.5,27,500
"1050",1,58.1,33.2,618
"1051",2,47.5,29,684
"1052",3,50.9,38.1,628
"1053",4,59.5,53.3,797
"1054",5,58.1,41.5,819
"1055",6,46.4,26.3,597
"1056",7,51.2,35.6,431
"1057",1,39.8,16.7,704
"1058",2,38.2,18,733
"1059",3,42.5,24.9,717
"1060",4,49,38,383
"1061",5,57.1,47.5,480
"1062",6,56.3,47.2,508
"1063",7,41.5,31.4,453
"1064",1,39.4,27.8,611
"1065",2,46.5,41.1,746
"1066",3,49.3,46.3,655
"1067",4,50.9,38.2,623
"1068",5,46.4,29.4,680
"1069",6,45.7,29.7,629
"1070",7,46.5,31.9,485
"1071",1,48,31.1,668
"1072",2,44.6,30.3,618
"1073",3,45.8,34.4,575
"1074",4,54.9,43.5,668
"1075",5,55.2,43.9,694
"1076",6,59.6,45.6,578
"1077",7,61.8,48.3,549
"1078",1,56.8,49.5,637
"1079",2,61.8,45.6,755
"1080",3,50.6,33.7,673
"1081",4,54.7,48.7,745
"1082",5,51.9,41.2,767
"1083",6,38.2,16.7,624
"1084",7,38.6,16.5,500
"1085",1,45,27.3,612
"1086",2,57.2,49.2,699
"1087",3,56.4,52,805
"1088",4,66.4,60.6,603
"1090",6,54.5,38.9,395
"1091",7,52,47.1,518
"1092",1,43.6,28.6,490
"1093",2,39.3,34.5,533
"1094",3,41.3,37.2,501
"1095",4,46.5,42.7,527
"1096",5,40.4,24.3,393
"1097",6,35.8,17.7,422
"1098",7,38.4,20,432
"1099",1,30.8,12.5,601
"1100",2,18.4,-2.3,640
"1101",3,31.2,2.8,625
"1102",4,37.9,8.7,542
"1103",5,40.2,25.5,602
"1104",6,43.3,35.7,554
"1105",7,50.4,45.9,462
"1106",1,35.2,13.1,680
"1107",2,32.2,11.5,637
"1108",3,27.1,7.8,605
"1109",4,27.9,8.6,597
"1110",5,41.2,27.5,722
"1111",6,46,37.3,563
"1112",7,37.3,23.1,451
"1113",1,27.1,11.4,481
"1114",2,21.1,1.5,662
"1115",3,30.7,13.1,623
"1116",4,30.9,12.5,666
"1117",5,25.9,5.1,702
"1118",6,26.2,19.2,402
"1119",7,26.7,11.6,517
"1120",1,32.7,16.2,658
"1121",2,41.4,26.9,734
"1122",3,43.9,24.7,670
"1123",4,37,19.3,681
"1124",5,38.3,21.7,645
"1125",6,32.8,15.8,596
"1126",7,42.6,24.5,532
"1127",1,52.1,35.4,716
"1128",2,44.5,24.1,711
"1129",3,48.8,40.3,579
"1130",4,54.7,44.9,609
"1131",5,37.4,26.2,607
"1132",6,34.6,16.7,553
"1133",7,39.1,20.8,423
"1134",1,36,24.2,501
"1135",2,30.4,21.8,571
"1136",3,34.8,24.2,537
"1137",4,26.1,4.3,622
"1138",5,20.4,-1.8,628
"1139",6,19.3,-0.7,480
"1142",2,45,41.2,615
"1143",3,39.1,26.7,525
"1144",4,32.5,11.5,592
"1145",5,30.1,8.3,532
"1146",6,47.7,29.1,555
"1147",7,52.8,31.8,481
"1148",1,45.3,26.8,615
"1149",2,38,26.6,623
"1150",3,40.7,38,660
"1151",4,52.6,44.7,663
"1152",5,35.5,14.9,476
"1153",6,31.9,9.8,388
"1154",7,46,21.8,509
"1155",1,52.8,31.5,616
"1156",2,45.6,23.4,662
"1157",3,45.8,28.7,653
"1158",4,30.3,5.8,625
"1159",5,33.4,21.2,685
"1160",6,33.8,12.4,601
"1161",7,37.3,14.5,500
"1162",1,45.2,27,571
"1163",2,55.1,34.3,632
"1164",3,57.2,39.4,660
"1165",4,70.5,43.2,629
"1166",5,61.6,44.3,672
"1167",6,50.1,29.6,625
"1168",7,56.7,33.1,435
"1169",1,46.3,34.7,640
"1170",2,48,41.5,608
"1171",3,54.5,43,629
"1172",4,52,38.3,612
"1173",5,52,26.2,644
"1174",6,42.3,16.3,540
"1175",7,37.8,13.4,479
"1176",1,38.6,22.4,617
"1177",2,43.2,17.8,628
"1178",3,57,30,621
"1179",4,49.8,35.5,635
"1180",5,57.7,47.3,546
"1181",6,46.3,30.2,530
"1182",7,45.7,34.5,459
"1183",1,47.2,38.4,658
"1184",2,48.5,21.2,683
"1185",3,44.5,15.4,650
"1186",4,58.4,39,652
"1187",5,67.3,56.1,702
"1188",6,55.4,43.4,597
"1189",7,41,21.1,585
"1190",1,39.7,26.8,683
"1191",2,33,11.4,672
"1192",3,37.9,11.3,628
"1193",4,52.4,43.2,630
"1194",5,47.3,29,696
"1195",6,40,24.6,557
"1196",7,39.6,16.5,499
"1197",1,50.9,32.5,624
"1198",2,54,40.6,638
"1199",3,47.7,24.1,700
"1200",4,50.5,27.2,674
"1201",5,51.7,27.9,733
"1202",6,53.2,25.6,679
"1203",7,56.1,30.7,568
"1204",1,63.8,31,687
"1205",2,66.3,31.5,732
"1206",3,58.5,19.9,697
"1207",4,59.5,32.1,694
"1208",5,70.3,51.1,741
"1209",6,65.6,52,649
"1210",7,56.2,23.4,448
"1211",1,58,38.5,488
"1212",2,54.9,47.3,479
"1213",3,51.3,39.2,510
"1214",4,52.6,31.6,489
"1215",5,51.4,33.3,517
"1216",6,52.7,35.7,581
"1217",7,49,39.1,484
"1218",1,50.1,45.5,589
"1219",2,53.3,50.1,711
"1220",3,50.4,45.7,653
"1221",4,50.9,42,626
"1222",5,50.7,45.1,728
"1223",6,52.2,46.6,571
"1224",7,55.6,42.3,591
"1225",1,61.8,33.5,646
"1226",2,57.6,28.8,608
"1227",3,62.4,38.7,699
"1228",4,66.5,41,744
"1229",5,61,54.4,766
"1230",6,63.5,54.2,589
"1231",7,54.6,36.7,510
"1232",1,52.5,27.1,742
"1233",2,59.1,37.6,624
"1234",3,57.8,40.5,676
"1235",4,60.3,41.2,694
"1236",5,63.4,39.4,782
"1237",6,61.7,41.2,568
"1238",7,59.7,48,571
"1239",1,64.4,50.6,652
"1240",2,63.9,52.2,695
"1241",3,73.2,47.5,733
"1242",4,79.3,48.3,742
"1243",5,78.1,58.6,767
"1244",6,79.6,62.6,627
"1245",7,77.9,59.2,566
"1246",1,73,66.6,471
"1247",2,76,64.1,760
"1248",3,75.3,54.4,772
"1249",4,68.4,55.9,683
"1250",5,65.4,59.5,710
"1251",6,72.4,63.1,635
"1252",7,67.5,63.9,466
"1253",1,72.6,60.1,758
"1254",2,76.4,56,709
"1255",3,61.8,47.6,763
"1256",4,61.7,38.9,686
"1257",5,66.2,36.4,818
"1258",6,72.1,50.9,584
"1259",7,79.4,55.5,587
"1260",1,64.9,45.7,646
"1261",2,68,45,717
"1262",3,73.2,46.9,739
"1263",4,70.6,60.8,689
"1264",5,70.2,55.1,748
"1265",6,71.3,49.5,700
"1266",7,74.2,54.4,559
"1267",1,72.8,60.5,745
"1268",2,79.2,57.7,681
"1269",3,77.2,48.6,751
"1270",4,75.2,54.7,643
"1271",5,74.6,57.1,811
"1272",6,73.1,56.1,688
"1273",7,74.7,55.5,582
"1274",1,74.3,57,718
"1275",2,71.1,67.5,675
"1276",3,73.9,63.4,687
"1277",4,75.7,56.2,761
"1278",5,74.5,64.1,752
"1279",6,70.3,56.4,570
"1280",7,72.1,52.2,448
"1281",1,74.1,58.2,488
"1282",2,75.4,67.9,663
"1283",3,83.3,66.1,680
"1284",4,82.7,70.6,603
"1285",5,79.2,70.1,612
"1286",6,69.1,62.9,498
"1287",7,71.5,63.8,508
"1288",1,72.8,58.1,618
"1289",2,74.1,62.1,662
"1290",3,76.2,65.9,607
"1291",4,78.7,72.1,741
"1292",5,83,69.8,798
"1293",6,81.6,65.1,623
"1294",7,81,65.8,574
"1295",1,81.9,65.6,725
"1296",2,77.7,59,699
"1297",3,76.5,52.6,698
"1298",4,78.3,61,731
"1299",5,82.8,67.2,769
"1300",6,87.2,62.9,650
"1301",7,84,60,566
"1302",1,82.3,69.2,698
"1303",2,78.9,68.1,688
"1304",3,82.6,61.4,690
"1305",4,83.2,66.8,709
"1306",5,76.1,68.5,774
"1307",6,77,69.4,599
"1308",7,74.9,71.3,529
"1309",1,72.8,67,569
"1310",2,73,62,602
"1311",3,71.5,58.9,687
"1312",4,72.9,60,715
"1313",5,74.5,61.3,700
"1314",6,78,67.7,578
"1315",7,79,58.7,540
"1316",1,78.6,58.1,632
"1317",2,78.2,61.5,650
"1318",3,79.7,72,618
"1319",4,84.3,73.3,672
"1320",5,82.4,73.5,729
"1321",6,86.9,74.8,614
"1322",7,87.8,71.5,521
"1323",1,82.6,69.1,643
"1324",2,82.5,72.4,644
"1325",3,80.8,68.8,658
"1326",4,78.8,65.1,635
"1327",5,80,66.7,707
"1328",6,76.7,69.1,579
"1329",7,78,70.2,512
"1330",1,73.7,60.4,669
"1331",2,71.2,50.4,637
"1332",3,76.9,58.6,635
"1333",4,77.8,64.2,659
"1334",5,82.4,68.3,756
"1335",6,80.2,59.2,624
"1336",7,78.5,61.9,559
"1337",1,80.6,62.4,673
"1338",2,77,58.7,622
"1339",3,78.9,66.3,661
"1340",4,73.9,67.8,675
"1341",5,72.6,56.7,697
"1342",6,71.2,56.8,498
"1343",7,70.8,54.2,466
"1344",1,72.8,52.1,419
"1345",2,76.7,59,626
"1346",3,76,65.7,648
"1347",4,78.2,68.1,717
"1348",5,85,69.2,715
"1349",6,81.1,72.9,598
"1350",7,79.4,62.9,538
"1351",1,69.5,49.6,648
"1352",2,70.8,58.1,779
"1353",3,75.7,60.4,779
"1354",4,68,49.4,757
"1355",5,66.2,52.8,780
"1356",6,67.1,56.2,646
"1357",7,74.3,66.4,535
"1358",1,72.7,69.2,680
"1359",2,72.9,66.4,619
"1360",3,75.3,58.7,621
"1361",4,74.2,51.3,660
"1362",5,74,54.7,812
"1363",6,65.8,52.5,612
"1364",7,61.3,39.7,572
"1365",1,63.1,44.4,623
"1366",2,68.1,58.4,659
"1367",3,64.4,57.8,637
"1368",4,60.6,53,624
"1370",6,58.4,54.3,581
"1371",7,59.6,55.2,486
"1372",1,64.6,57.1,490
"1373",2,64.5,54.7,523
"1374",3,60,47.8,695
"1375",4,62.1,52.1,764
"1376",5,63.4,53.2,754
"1377",6,63,58.5,633
"1378",7,58,52.8,480
"1379",1,54.3,34.1,539
"1380",2,53.4,38,739
"1381",3,57.9,48.8,498
"1382",4,60.1,54.1,757
"1383",5,54.4,38.1,767
"1384",6,54,39.7,641
"1385",7,59.6,50.2,503
"1386",1,69.4,58,585
"1387",2,73.1,60.8,590
"1388",3,74.8,60.2,676
"1389",4,66.6,53.7,662
"1391",6,53.4,47.9,629
"1392",7,52.4,32.8,534
"1393",1,56.1,40.1,573
"1394",2,48.6,30.5,566
"1395",3,44.2,24.9,706
"1396",4,44.2,32.8,831
"1397",5,47.8,39.3,798
"1398",6,49.2,35.5,614
"1399",7,65.4,54,557
"1400",1,50.7,37.2,655
"1401",2,48.9,37.2,732
"1402",3,59.7,48.9,665
"1403",4,65.3,54.3,689
"1404",5,56.2,37.3,777
"1405",6,52,33.6,626
"1406",7,54.4,37.1,532
"1407",1,46.6,27.3,699
"1408",2,52,30.6,620
"1409",3,56.4,41,541
"1410",4,48.5,32.7,706
"1411",5,53.4,31.4,665
"1412",6,42.9,19.7,603
"1413",7,49,23.6,518
"1414",1,53.6,20.8,668
"1415",2,51.4,40,741
"1416",3,51.6,38.2,705
"1417",4,54.3,38.6,707
"1418",5,52.5,37.4,776
"1419",6,55.2,41.8,692
"1420",7,41.2,31.7,529
"1421",1,38.2,18.4,684
"1422",2,38.4,18.8,765
"1423",3,38.8,21.8,807
"1424",4,43.2,31.2,428
"1425",5,48.6,42.6,455
"1426",6,47.7,38.8,463
"1427",7,43.5,29.9,466
"1428",1,44.3,28.9,647
"1429",2,54.2,47.7,752
"1430",3,55.8,53,730
"1431",4,51.4,42.6,734
"1432",5,44.7,27.4,690
"1433",6,44.3,26.5,592
"1434",7,42.2,22.7,482
"1435",1,42.8,31.6,791
"1436",2,42.7,29.8,711
"1437",3,41.3,36.9,637
"1438",4,42.2,30.8,635
"1439",5,36,11.9,701
"1440",6,31.5,15.4,555
"1441",7,30.8,16.9,522
"1442",1,38.8,34.9,665
"1443",2,39.6,24.8,630
"1444",3,39.4,22.8,689
"1445",4,27.7,2,749
"1446",5,20.7,2.8,792
"1447",6,29.9,22.2,623
"1448",7,45.5,41.8,521
"1449",1,28.4,8.7,722
"1450",2,25.8,7.3,719
"1451",3,34.3,16.3,676
"1452",4,41.6,22.7,700
"1453",5,41.8,24.2,692
"1454",6,42.1,32.2,554
"1455",7,43.9,30.6,365
"1456",1,37.5,26,394
"1457",2,54.7,45.1,569
"1458",3,39.7,24.4,546
"1459",4,38.9,29.4,542
"1460",5,37.3,25.2,583
"1461",6,36.4,19.7,465
"1462",7,44.8,22.9,485
"1463",1,39.3,28.9,449
"1464",2,40.1,39.3,659
"1465",3,44.6,37.3,590
"1466",4,31.4,9.3,552
"1467",5,30.2,16,600
"1469",7,20.1,7.2,406
"1470",1,18.6,3.1,669
"1471",2,27.7,15.3,597
"1472",3,45.8,37.8,629
"1473",4,55.6,48.4,646
"1474",5,51.4,35.8,604
"1475",6,31.1,16.4,495
"1476",7,33,23.8,490
"1477",1,35,20,477
"1478",2,40,30.4,657
"1479",3,39.2,37.7,549
"1480",4,42.1,35,610
"1481",5,41.9,33,605
"1482",6,42.9,41,475
"1483",7,44.5,43.6,411
"1484",1,41.2,35.4,667
"1485",2,36.2,35.1,564
"1486",3,40.5,30.4,576
"1487",4,49.2,34.4,563
"1488",5,41.8,24.6,583
"1489",6,36.6,20.9,501
"1490",7,38.4,18.6,428
"1491",1,34.6,13.9,545
"1492",2,29.3,15.8,571
"1493",3,39.6,26.6,574
"1494",4,39.5,22.2,586
"1495",5,30.6,11,609
"1496",6,27.6,5.2,541
"1497",7,35.2,13.9,429
"1498",1,41.6,20.4,568
"1499",2,39.3,34.9,626
"1500",3,45.9,39.9,673
"1501",4,33.3,23.6,507
"1502",5,24.2,6.2,708
"1503",6,37.3,21.5,511
"1504",7,34.7,28.7,439
"1505",1,35.2,24.7,642
"1506",2,32.6,18.8,688
"1507",3,40.3,29.5,603
"1508",4,33.6,19.1,652
"1509",5,32.1,14.1,680
"1510",6,45.7,21.7,570
"1511",7,59.9,32.1,438
"1512",1,50.5,25.4,428
"1513",2,40.8,18.8,483
"1514",3,47.2,35.4,477
"1515",4,53,44.9,581
"1516",5,62.7,51.6,657
"1517",6,57.3,53.5,573
"1518",7,41.5,24.8,462
"1519",1,42.2,19.2,540
"1520",2,51.1,37.4,591
"1521",3,58.6,53.5,571
"1522",4,52,28.1,653
"1523",5,34.5,8.9,745
"1524",6,25.1,1.8,536
"1525",7,22.8,-8.1,489
"1526",1,33.5,5.8,618
"1527",2,45.6,37.1,637
"1528",3,54.2,36.7,609
"1529",4,55.5,16.8,665
"1530",5,39.2,23.9,612
"1531",6,23.2,4,548
"1532",7,23.8,3.3,516
"1533",1,26,3.9,792
"1534",2,29.6,24.9,374
"1535",3,23.2,9.4,650
"1536",4,29.7,9.8,839
"1537",5,36.3,12.6,756
"1538",6,36.3,22.5,504
"1539",7,38.7,23.9,550
"1540",1,41.5,13.9,750
"1541",2,48.5,24.2,636
"1542",3,39.7,11.2,617
"1543",4,30.2,0.9,703
"1544",5,43.3,20.2,654
"1545",6,54.1,36.9,571
"1546",7,40.3,34.5,456
"1547",1,42.5,40,629
"1548",2,43.8,42.3,592
"1549",3,48.4,37,672
"1550",4,44.3,23.1,639
"1551",5,40.4,35.9,753
"1552",6,40.3,35.1,591
"1553",7,49.8,29.8,514
"1554",1,55.3,30.8,646
"1555",2,49.1,44.9,598
"1556",3,51.2,43.5,587
"1557",4,44.1,41.4,713
"1558",5,47.7,36.8,694
"1559",6,45.9,22.5,627
"1560",7,53.2,22.7,541
"1561",1,62.5,36.3,634
"1562",2,69.4,47,519
"1563",3,65.2,51,540
"1564",4,57.4,32.8,590
"1565",5,56.4,26.5,515
"1566",6,56.8,36.6,495
"1567",7,70.1,54.5,481
"1568",1,69.3,45.6,488
"1569",2,57.4,32,516
"1570",3,48.1,38.3,580
"1571",4,54.6,47.8,632
"1572",5,51.4,48,690
"1573",6,51.8,48.4,551
"1574",7,53.7,37.3,517
"1575",1,54.2,42,541
"1576",2,51.8,48.3,723
"1577",3,55.1,53.9,630
"1578",4,61.4,57.8,688
"1580",6,75.1,57.1,661
"1581",7,62.6,43.9,470
"1582",1,57.2,49.7,639
"1583",2,69.3,54.1,743
"1584",3,61.4,34.9,714
"1585",4,55,32.3,701
"1586",5,53.7,49.5,776
"1587",6,59.7,55.6,685
"1588",7,52.6,43.1,514
"1589",1,50.3,32.6,638
"1590",2,53.3,33.1,651
"1591",3,56.9,38,668
"1592",4,53.5,37.1,686
"1593",5,54.1,42.1,817
"1594",6,50.5,46.5,683
"1595",7,52.8,44.6,633
"1596",1,59.1,41.6,729
"1597",2,66.2,44.1,694
"1598",3,76,53.2,753
"1601",6,63.4,46,612
"1602",7,59.3,39,618
"1603",1,56.7,51.8,719
"1604",2,62.2,52.9,659
"1605",3,62.3,50.9,641
"1606",4,57.6,54.2,742
"1607",5,62.1,55.6,776
"1608",6,66.2,54.2,475
"1609",7,63.8,55.8,474
"1610",1,58.2,53.1,371
"1611",2,57.1,53.5,647
"1612",3,63.1,58.6,669
"1613",4,68.4,54.9,654
"1614",5,68,43.2,737
"1615",6,64.3,41.3,637
"1616",7,63.3,45.2,468
"1617",1,62.5,58.8,656
"1618",2,56.8,54,660
"1619",3,57.8,47.4,675
"1620",4,62,49.5,660
"1621",5,66,46.8,770
"1622",6,75.7,53.2,665
"1623",7,81.3,59.3,702
"1624",1,84,60.8,804
"1625",2,86,62.7,829
"1626",3,77.4,63.3,754
"1627",4,70.1,51.6,771
"1628",5,66.1,59.2,657
"1629",6,68.7,65.5,654
"1630",7,75.9,70.8,593
"1631",1,79.3,72.1,819
"1632",2,75.3,63,813
"1633",3,77.5,58.3,744
"1634",4,75.8,59.2,845
"1635",5,79.7,70.5,793
"1636",6,77.8,65.9,753
"1637",7,76.1,58,590
"1638",1,72.4,51,669
"1639",2,70,54.5,757
"1640",3,69.7,49.1,730
"1641",4,74.6,58,767
"1642",5,79.3,64.8,747
"1643",6,79,70.2,595
"1644",7,77.8,66.8,537
"1645",1,80.4,62.7,617
"1646",2,76.7,60.1,424
"1647",3,76.7,57.7,706
"1648",4,72.9,59.1,611
"1649",5,72.9,66.5,674
"1650",6,75.7,67.2,585
"1651",7,75.2,54.9,512
"1652",1,76.3,57.6,667
"1653",2,78.8,67.9,638
"1654",3,82.3,69.4,677
"1655",4,83,70.7,759
"1656",5,69.7,66.3,707
"1657",6,73.8,65.9,649
"1658",7,76.8,62,515
"1659",1,78.2,66.8,639
"1660",2,79.6,69.5,706
"1661",3,83.2,68.3,747
"1662",4,85.7,67.8,774
"1663",5,82.5,66.8,733
"1664",6,83.8,65,648
"1665",7,74.6,69.9,554
"1666",1,69.3,64.4,620
"1667",2,65.8,59,595
"1668",3,69.7,56.9,635
"1669",4,70.8,62.7,610
"1670",5,76.8,68.1,685
"1671",6,72.9,56.2,512
"1672",7,72.4,51.4,606
"1673",1,76.1,56.5,656
"1674",2,80.2,61.7,705
"1675",3,77.6,67.4,618
"1676",4,75.2,66.4,713
"1677",5,76.8,67.2,758
"1678",6,74.6,67.6,573
"1679",7,70.2,52.8,519
"1680",1,68,59.9,606
"1681",2,69.4,62.7,631
"1682",3,74,57.5,655
"1683",4,75.3,60.2,650
"1684",5,74.3,58.5,655
"1685",6,71,65.2,526
"1686",7,76.1,64.9,563
"1687",1,75.4,61.8,602
"1688",2,72.1,68.4,577
"1689",3,76,66.3,600
"1690",4,75.7,59.6,639
"1691",5,76.4,72.7,612
"1692",6,77.9,68.2,638
"1693",7,76.6,60.7,538
"1694",1,77.9,62.7,627
"1695",2,80.6,71.3,684
"1696",3,76.4,62.6,629
"1697",4,72.9,52,631
"1698",5,70.5,53.5,633
"1699",6,70,48.9,570
"1700",7,69.2,48.7,498
"1701",1,69,53.4,584
"1702",2,65.7,57.5,614
"1703",3,67.1,55.4,671
"1704",4,72.1,57.6,618
"1705",5,64.3,41.7,681
"1706",6,61.9,45.4,562
"1707",7,62.1,59.3,518
"1708",1,69.3,57,532
"1709",2,75.6,64.4,707
"1710",3,67.8,62.1,608
"1711",4,64.4,57.2,790
"1712",5,64.9,49.6,740
"1713",6,62,48.3,608
"1714",7,63.7,49.1,533
"1715",1,65.4,48.3,735
"1716",2,69,53.5,680
"1717",3,71.4,59.5,738
"1718",4,74,67.3,728
"1719",5,74.2,63.3,827
"1720",6,74.6,67.6,623
"1721",7,73.2,66.6,586
"1722",1,70.7,65.3,672
"1723",2,72.3,65.4,661
"1724",3,74.2,64,583
"1725",4,75.4,63.1,535
"1726",5,74.3,54,614
"1727",6,76.7,52.8,631
"1728",7,78.5,60.2,587
"1729",1,78.6,64.4,726
"1730",2,73.8,65.3,656
"1731",3,76,68.1,696
"1732",4,73.9,59.2,740
"1733",5,61.5,43.6,757
"1734",6,60.2,47.8,550
"1735",7,58.3,44.3,571
"1736",1,61.4,41.7,739
"1737",2,62.5,49.2,687
"1738",3,64,52,711
"1739",4,71.7,58.2,657
"1740",5,73.3,61.9,649
"1741",6,72.5,64.8,570
"1742",7,73.9,69.7,521
"1743",1,73.9,71.5,546
"1744",2,73.8,63.7,768
"1745",3,69.7,58.7,628
"1746",4,60.7,52.3,603
"1747",5,58.3,48.5,658
"1748",6,65.5,60.6,567
"1749",7,68.7,62.4,496
"1750",1,61,48.7,641
"1751",2,49.8,32.2,736
"1752",3,58.5,40.8,737
"1753",4,63.2,44.6,766
"1754",5,64.8,39.1,823
"1755",6,65.5,37.6,583
"1756",7,66,46.9,528
"1757",1,66.7,59.7,669
"1758",2,69.7,65.5,685
"1759",3,63.2,53.4,648
"1760",4,56.2,40,658
"1761",5,53.8,36.4,759
"1762",6,60.7,47.4,615
"1763",7,63.1,61.2,613
"1764",1,55.6,46.7,832
"1765",2,52,33.2,696
"1766",3,50,33.6,607
"1767",4,63.4,56.2,746
"1768",5,66.8,57.5,776
"1769",6,51.5,35.5,613
"1770",7,55,49.9,519
"1771",1,62.1,58.1,682
"1772",2,46,35.4,710
"1773",3,42.8,36.2,662
"1774",4,46.6,37.2,702
"1775",5,41.3,25,724
"1776",6,29.2,9.1,623
"1777",7,37.8,19.3,539
"1778",1,43.8,33.2,699
"1779",2,41.3,32.1,647
"1780",3,42.7,32,713
"1781",4,51.4,41.6,811
"1782",5,43.6,25,814
"1783",6,42.6,26.4,629
"1784",7,52.1,40.7,573
"1785",1,41.5,24.8,748
"1786",2,48,28.3,790
"1787",3,51,40.5,774
"1788",4,36.6,19.2,469
"1789",5,41.2,21.7,502
"1790",6,48.7,30.4,456
"1791",7,47.1,29,485
"1792",1,43.5,24.3,635
"1793",2,43.3,28.3,649
"1794",3,53.6,36.6,701
"1795",4,43.7,28.8,663
"1796",5,48.8,37.1,772
"1797",6,43.5,29,575
"1798",7,45.4,36.2,448
"1799",1,45.1,38.7,684
"1800",2,54.2,46.2,704
"1801",3,49.3,34.5,651
"1802",4,40.8,19.1,693
"1803",5,37.1,18.6,682
"1804",6,33.6,21.9,538
"1805",7,33,24.5,513
"1806",1,36.6,21.9,725
"1807",2,43.7,31.9,687
"1808",3,26.9,8.1,709
"1811",6,28.9,19,661
"1812",7,34.7,22.3,547
"1813",1,38.7,30.3,706
"1814",2,49.5,35.7,657
"1815",3,46,24.3,700
"1816",4,35.6,16.6,742
"1817",5,40,24.1,720
"1818",6,41.3,39.2,565
"1819",7,40,30.1,469
"1821",2,26.4,3.1,543
"1822",3,21.8,1.4,577
"1823",4,16.2,-3.4,609
"1824",5,15.4,-0.8,598
"1825",6,19.7,7.5,565
"1826",7,20.9,12.3,462
"1827",1,11.7,-4.6,453
"1828",2,17.9,2.8,654
"1829",3,21.6,2.1,645
"1830",4,25.7,14.6,464
"1831",5,14.9,-2.5,700
"1832",6,10.2,-9.4,599
"1833",7,9.7,-6.6,475
"1834",1,22.5,7.7,720
"1835",2,35.6,22.3,684
"1836",3,35.1,21,687
"1837",4,44.7,36.7,696
"1838",5,54.5,52.8,704
"1839",6,43.6,36.8,603
"1840",7,19.2,0.6,494
"1841",1,21.4,7.9,523
"1842",2,29.1,22.2,617
"1843",3,33.6,29.9,611
"1844",4,24.7,9.2,634
"1845",5,30.4,13.7,599
"1846",6,43.3,21.8,530
"1847",7,46,28.3,418
"1848",1,45.1,37,559
"1849",2,46.7,43.4,531
"1850",3,41.3,24.4,615
"1851",4,28.2,6.7,602
"1852",5,30.7,4.8,677
"1853",6,42.6,28.2,510
"1854",7,51.2,42.8,412
"1855",1,43.3,28.8,531
"1856",2,33.1,25.6,579
"1857",3,24.9,6.8,596
"1858",4,37.5,21.2,594
"1859",5,31.9,18.1,617
"1860",6,21.8,2.6,478
"1861",7,35.2,20.6,541
"1862",1,36.6,26,706
"1863",2,31,13.5,545
"1864",3,32.9,25,653
"1865",4,31,18.2,616
"1866",5,29.9,14.7,583
"1867",6,43,37.6,549
"1868",7,48.3,47.3,479
"1869",1,48.4,36.6,543
"1870",2,32.1,12.5,613
"1871",3,41.1,29.8,671
"1872",4,51,44.3,645
"1873",5,55.3,49.2,582
"1874",6,34.5,18.7,604
"1875",7,37.2,27.4,472
"1876",1,42.5,31.4,435
"1877",2,54.4,50.1,535
"1878",3,65.9,56.8,601
"1879",4,48.7,39,550
"1880",5,37.6,34.1,548
