"","day","temp","dewp","num_collisions"
"854",1,70.1,44,0.641
"855",2,73.7,48.8,0.638
"856",3,68.1,42.9,0.568
"857",4,66.2,43.2,0.684
"858",5,66.9,51.7,0.709
"859",6,62.3,54.7,0.56
"860",7,70,60.5,0.549
"861",1,75.3,65,0.645
"862",2,75.6,61.1,0.684
"863",3,64.5,39.8,0.655
"864",4,60,32.8,0.654
"865",5,63.1,39.2,0.723
"866",6,65.4,52.4,0.65
"867",7,72.2,63.7,0.543
"868",1,67.2,58.5,0.566
"869",2,65.2,57.3,0.606
"870",3,62,42.6,0.666
"871",4,56.7,36.2,0.615
"872",5,62.1,41,0.727
"873",6,59.3,28.3,0.546
"874",7,66.2,41.2,0.432
"875",1,73.8,53.8,0.42
"876",2,76.1,57.5,0.686
"877",3,75.7,63.3,0.697
"878",4,75.9,65.9,0.682
"879",5,73.6,53.9,0.813
"880",6,73.5,62.1,0.622
"881",7,74.4,63.8,0.555
"882",1,58,55,0.691
"883",2,52.4,49.4,0.642
"884",3,58,49.6,0.658
"885",4,58,48.1,0.552
"886",5,59.4,51,0.692
"887",6,65.9,53.9,0.598
"888",7,65,40.3,0.559
"889",1,68.6,55.2,0.634
"890",2,73.7,63.4,0.652
"891",3,74,55.9,0.667
"892",4,79.6,62.3,0.666
"893",5,81.6,63.9,0.451
"894",6,81.4,61.3,0.395
"895",7,77.9,57.4,0.578
"896",1,70.8,65.6,0.506
"897",2,69.9,64.5,0.593
"898",3,73.3,58.7,0.706
"899",4,66.8,58.2,0.615
"900",5,74.6,62.5,0.732
"901",6,70.1,57.4,0.505
"902",7,76.3,67.8,0.62
"903",1,78.3,62.1,0.774
"904",2,82.1,66.8,0.703
"905",3,76.7,57.5,0.778
"906",4,75,50.4,0.67
"907",5,74.4,57.6,0.774
"908",6,67.7,56,0.595
"909",7,64.3,60,0.535
"910",1,70.3,55.2,0.662
"911",2,74.5,58,0.622
"912",3,75,65.1,0.683
"913",4,74.7,57.9,0.603
"914",5,73.5,54.4,0.549
"915",6,72,57.9,0.389
"916",7,74.6,58.9,0.467
"917",1,76.8,64.9,0.598
"918",2,78.7,69.7,0.646
"919",3,80.5,69.2,0.62
"920",4,74.7,64.2,0.567
"921",5,76.1,62.7,0.709
"922",6,78.7,55.6,0.597
"923",7,79.9,59.1,0.521
"924",1,79.5,60.6,0.668
"925",2,75.3,64.9,0.657
"926",3,77,70,0.611
"927",4,72.8,49.1,0.686
"928",5,72.5,57.8,0.659
"929",6,76.2,66.1,0.561
"930",7,84.9,70.2,0.545
"931",1,88,68.8,0.727
"932",2,83.7,64.7,0.606
"933",3,77.3,53.4,0.618
"934",4,76.7,49,0.623
"935",5,77.8,49,0.49
"936",6,78.2,54.5,0.451
"937",7,79.8,61.4,0.551
"938",1,78.5,65.3,0.626
"939",2,82.7,65.1,0.643
"940",3,85.4,65.7,0.629
"941",4,80.5,71.9,0.717
"942",5,80.5,61.4,0.753
"943",6,81.6,57.2,0.668
"944",7,79.9,55.9,0.55
"945",1,81.3,60,0.705
"946",2,80.7,61.2,0.666
"947",3,79.3,55.3,0.619
"948",4,75.6,52.2,0.63
"949",5,76.4,53.9,0.726
"950",6,74.7,55.3,0.545
"951",7,75,57,0.489
"952",1,74.9,60,0.611
"953",2,74.9,66.5,0.601
"954",3,77,59.7,0.643
"955",4,75.4,53.9,0.714
"956",5,77.1,53.2,0.729
"957",6,80.7,60.6,0.582
"958",7,82.8,63.9,0.552
"959",1,84.4,64.9,0.592
"960",2,81.8,67,0.623
"961",3,80,70.1,0.594
"962",4,80.5,70.1,0.6
"963",5,78.7,65,0.753
"964",6,76.9,53.1,0.581
"965",7,76,60.3,0.492
"966",1,78.2,64.3,0.575
"967",2,80.9,64.3,0.595
"968",3,76,51.4,0.606
"969",4,73.8,52.5,0.614
"970",5,72.7,51.5,0.609
"971",6,75.7,53.9,0.539
"972",7,79.1,61.9,0.563
"973",1,81.7,66,0.614
"974",2,82,64,0.626
"975",3,81.1,64.3,0.654
"976",4,82.6,64.2,0.665
"977",5,80.6,65.2,0.643
"978",6,74,57.1,0.541
"979",7,74.1,55.8,0.504
"980",1,78.4,60.5,0.485
"981",2,84.2,64.2,0.795
"982",3,82,68.8,0.74
"983",4,75.2,69.8,0.716
"984",5,72.3,63.1,0.765
"985",6,74,63.4,0.554
"986",7,72,62.5,0.478
"987",1,66.4,46.7,0.579
"988",2,72,48.2,0.579
"989",3,75.8,53.6,0.748
"990",4,77,55.4,0.744
"991",5,76.3,54.7,0.76
"992",6,74.7,61.8,0.655
"993",7,73.9,57,0.556
"994",1,65.8,42.9,0.624
"995",2,66.8,47.6,0.571
"996",3,68.4,47.9,0.501
"997",4,69.7,51.9,0.619
"998",5,69,52.3,0.585
"999",6,66.5,49.1,0.557
"1000",7,63.5,50,0.493
"1001",1,70.1,60.3,0.586
"1002",2,75.6,67.3,0.557
"1003",3,73.5,67.6,0.634
"1004",4,59.8,48.7,0.683
"1005",5,52.7,46.5,0.798
"1006",6,50.2,45,0.556
"1007",7,56.5,42.3,0.536
"1008",1,57.7,43.4,0.597
"1009",2,61.2,45.4,0.631
"1010",3,64.9,49.3,0.668
"1011",4,63.8,49.4,0.666
"1012",5,66.6,58.4,0.764
"1013",6,58.9,42.6,0.649
"1014",7,59.3,42.6,0.559
"1015",1,64.4,46.5,0.505
"1016",2,65.8,54.3,0.724
"1017",3,63.8,47,0.658
"1018",4,58.2,39.4,0.683
"1019",5,58.5,38.7,0.676
"1020",6,51.6,31.2,0.565
"1021",7,43.5,21.2,0.551
"1022",1,42.9,23.8,0.667
"1023",2,56.2,34.1,0.714
"1024",3,65,42.1,0.72
"1025",4,65.4,47.1,0.666
"1026",5,58.8,37.5,0.742
"1027",6,48.4,34.2,0.519
"1028",7,59.1,47.6,0.522
"1029",1,51.8,33.6,0.698
"1030",2,51.9,35.6,0.631
"1031",3,58,50.5,0.689
"1032",4,67.2,55.2,0.767
"1033",5,55.8,31.8,0.688
"1034",6,49.1,31.5,0.357
"1036",1,59.4,44.7,0.613
"1037",2,60.6,42.6,0.655
"1038",3,62.9,45.9,0.672
"1039",4,62.8,57.5,0.69
"1040",5,69.4,62.3,0.616
"1041",6,64.9,47.9,0.5
"1042",7,51.9,31.1,0.472
"1043",1,51.1,31.4,0.615
"1044",2,55,47.2,0.757
"1045",3,52.7,47.6,0.53
"1046",4,55.4,49.3,0.637
"1047",5,55.4,34.7,0.677
"1048",6,46.4,23.3,0.613
"1049",7,46.5,27,0.5
"1050",1,58.1,33.2,0.618
"1051",2,47.5,29,0.684
"1052",3,50.9,38.1,0.628
"1053",4,59.5,53.3,0.797
"1054",5,58.1,41.5,0.819
"1055",6,46.4,26.3,0.597
"1056",7,51.2,35.6,0.431
"1057",1,39.8,16.7,0.704
"1058",2,38.2,18,0.733
"1059",3,42.5,24.9,0.717
"1060",4,49,38,0.383
"1061",5,57.1,47.5,0.48
"1062",6,56.3,47.2,0.508
"1063",7,41.5,31.4,0.453
"1064",1,39.4,27.8,0.611
"1065",2,46.5,41.1,0.746
"1066",3,49.3,46.3,0.655
"1067",4,50.9,38.2,0.623
"1068",5,46.4,29.4,0.68
"1069",6,45.7,29.7,0.629
"1070",7,46.5,31.9,0.485
"1071",1,48,31.1,0.668
"1072",2,44.6,30.3,0.618
"1073",3,45.8,34.4,0.575
"1074",4,54.9,43.5,0.668
"1075",5,55.2,43.9,0.694
"1076",6,59.6,45.6,0.578
"1077",7,61.8,48.3,0.549
"1078",1,56.8,49.5,0.637
"1079",2,61.8,45.6,0.755
"1080",3,50.6,33.7,0.673
"1081",4,54.7,48.7,0.745
"1082",5,51.9,41.2,0.767
"1083",6,38.2,16.7,0.624
"1084",7,38.6,16.5,0.5
"1085",1,45,27.3,0.612
"1086",2,57.2,49.2,0.699
"1087",3,56.4,52,0.805
"1088",4,66.4,60.6,0.603
"1090",6,54.5,38.9,0.395
"1091",7,52,47.1,0.518
"1092",1,43.6,28.6,0.49
"1093",2,39.3,34.5,0.533
"1094",3,41.3,37.2,0.501
"1095",4,46.5,42.7,0.527
"1096",5,40.4,24.3,0.393
"1097",6,35.8,17.7,0.422
"1098",7,38.4,20,0.432
"1099",1,30.8,12.5,0.601
"1100",2,18.4,-2.3,0.64
"1101",3,31.2,2.8,0.625
"1102",4,37.9,8.7,0.542
"1103",5,40.2,25.5,0.602
"1104",6,43.3,35.7,0.554
"1105",7,50.4,45.9,0.462
"1106",1,35.2,13.1,0.68
"1107",2,32.2,11.5,0.637
"1108",3,27.1,7.8,0.605
"1109",4,27.9,8.6,0.597
"1110",5,41.2,27.5,0.722
"1111",6,46,37.3,0.563
"1112",7,37.3,23.1,0.451
"1113",1,27.1,11.4,0.481
"1114",2,21.1,1.5,0.662
"1115",3,30.7,13.1,0.623
"1116",4,30.9,12.5,0.666
"1117",5,25.9,5.1,0.702
"1118",6,26.2,19.2,0.402
"1119",7,26.7,11.6,0.517
"1120",1,32.7,16.2,0.658
"1121",2,41.4,26.9,0.734
"1122",3,43.9,24.7,0.67
"1123",4,37,19.3,0.681
"1124",5,38.3,21.7,0.645
"1125",6,32.8,15.8,0.596
"1126",7,42.6,24.5,0.532
"1127",1,52.1,35.4,0.716
"1128",2,44.5,24.1,0.711
"1129",3,48.8,40.3,0.579
"1130",4,54.7,44.9,0.609
"1131",5,37.4,26.2,0.607
"1132",6,34.6,16.7,0.553
"1133",7,39.1,20.8,0.423
"1134",1,36,24.2,0.501
"1135",2,30.4,21.8,0.571
"1136",3,34.8,24.2,0.537
"1137",4,26.1,4.3,0.622
"1138",5,20.4,-1.8,0.628
"1139",6,19.3,-0.7,0.48
"1142",2,45,41.2,0.615
"1143",3,39.1,26.7,0.525
"1144",4,32.5,11.5,0.592
"1145",5,30.1,8.3,0.532
"1146",6,47.7,29.1,0.555
"1147",7,52.8,31.8,0.481
"1148",1,45.3,26.8,0.615
"1149",2,38,26.6,0.623
"1150",3,40.7,38,0.66
"1151",4,52.6,44.7,0.663
"1152",5,35.5,14.9,0.476
"1153",6,31.9,9.8,0.388
"1154",7,46,21.8,0.509
"1155",1,52.8,31.5,0.616
"1156",2,45.6,23.4,0.662
"1157",3,45.8,28.7,0.653
"1158",4,30.3,5.8,0.625
"1159",5,33.4,21.2,0.685
"1160",6,33.8,12.4,0.601
"1161",7,37.3,14.5,0.5
"1162",1,45.2,27,0.571
"1163",2,55.1,34.3,0.632
"1164",3,57.2,39.4,0.66
"1165",4,70.5,43.2,0.629
"1166",5,61.6,44.3,0.672
"1167",6,50.1,29.6,0.625
"1168",7,56.7,33.1,0.435
"1169",1,46.3,34.7,0.64
"1170",2,48,41.5,0.608
"1171",3,54.5,43,0.629
"1172",4,52,38.3,0.612
"1173",5,52,26.2,0.644
"1174",6,42.3,16.3,0.54
"1175",7,37.8,13.4,0.479
"1176",1,38.6,22.4,0.617
"1177",2,43.2,17.8,0.628
"1178",3,57,30,0.621
"1179",4,49.8,35.5,0.635
"1180",5,57.7,47.3,0.546
"1181",6,46.3,30.2,0.53
"1182",7,45.7,34.5,0.459
"1183",1,47.2,38.4,0.658
"1184",2,48.5,21.2,0.683
"1185",3,44.5,15.4,0.65
"1186",4,58.4,39,0.652
"1187",5,67.3,56.1,0.702
"1188",6,55.4,43.4,0.597
"1189",7,41,21.1,0.585
"1190",1,39.7,26.8,0.683
"1191",2,33,11.4,0.672
"1192",3,37.9,11.3,0.628
"1193",4,52.4,43.2,0.63
"1194",5,47.3,29,0.696
"1195",6,40,24.6,0.557
"1196",7,39.6,16.5,0.499
"1197",1,50.9,32.5,0.624
"1198",2,54,40.6,0.638
"1199",3,47.7,24.1,0.7
"1200",4,50.5,27.2,0.674
"1201",5,51.7,27.9,0.733
"1202",6,53.2,25.6,0.679
"1203",7,56.1,30.7,0.568
"1204",1,63.8,31,0.687
"1205",2,66.3,31.5,0.732
"1206",3,58.5,19.9,0.697
"1207",4,59.5,32.1,0.694
"1208",5,70.3,51.1,0.741
"1209",6,65.6,52,0.649
"1210",7,56.2,23.4,0.448
"1211",1,58,38.5,0.488
"1212",2,54.9,47.3,0.479
"1213",3,51.3,39.2,0.51
"1214",4,52.6,31.6,0.489
"1215",5,51.4,33.3,0.517
"1216",6,52.7,35.7,0.581
"1217",7,49,39.1,0.484
"1218",1,50.1,45.5,0.589
"1219",2,53.3,50.1,0.711
"1220",3,50.4,45.7,0.653
"1221",4,50.9,42,0.626
"1222",5,50.7,45.1,0.728
"1223",6,52.2,46.6,0.571
"1224",7,55.6,42.3,0.591
"1225",1,61.8,33.5,0.646
"1226",2,57.6,28.8,0.608
"1227",3,62.4,38.7,0.699
"1228",4,66.5,41,0.744
"1229",5,61,54.4,0.766
"1230",6,63.5,54.2,0.589
"1231",7,54.6,36.7,0.51
"1232",1,52.5,27.1,0.742
"1233",2,59.1,37.6,0.624
"1234",3,57.8,40.5,0.676
"1235",4,60.3,41.2,0.694
"1236",5,63.4,39.4,0.782
"1237",6,61.7,41.2,0.568
"1238",7,59.7,48,0.571
"1239",1,64.4,50.6,0.652
"1240",2,63.9,52.2,0.695
"1241",3,73.2,47.5,0.733
"1242",4,79.3,48.3,0.742
"1243",5,78.1,58.6,0.767
"1244",6,79.6,62.6,0.627
"1245",7,77.9,59.2,0.566
"1246",1,73,66.6,0.471
"1247",2,76,64.1,0.76
"1248",3,75.3,54.4,0.772
"1249",4,68.4,55.9,0.683
"1250",5,65.4,59.5,0.71
"1251",6,72.4,63.1,0.635
"1252",7,67.5,63.9,0.466
"1253",1,72.6,60.1,0.758
"1254",2,76.4,56,0.709
"1255",3,61.8,47.6,0.763
"1256",4,61.7,38.9,0.686
"1257",5,66.2,36.4,0.818
"1258",6,72.1,50.9,0.584
"1259",7,79.4,55.5,0.587
"1260",1,64.9,45.7,0.646
"1261",2,68,45,0.717
"1262",3,73.2,46.9,0.739
"1263",4,70.6,60.8,0.689
"1264",5,70.2,55.1,0.748
"1265",6,71.3,49.5,0.7
"1266",7,74.2,54.4,0.559
"1267",1,72.8,60.5,0.745
"1268",2,79.2,57.7,0.681
"1269",3,77.2,48.6,0.751
"1270",4,75.2,54.7,0.643
"1271",5,74.6,57.1,0.811
"1272",6,73.1,56.1,0.688
"1273",7,74.7,55.5,0.582
"1274",1,74.3,57,0.718
"1275",2,71.1,67.5,0.675
"1276",3,73.9,63.4,0.687
"1277",4,75.7,56.2,0.761
"1278",5,74.5,64.1,0.752
"1279",6,70.3,56.4,0.57
"1280",7,72.1,52.2,0.448
"1281",1,74.1,58.2,0.488
"1282",2,75.4,67.9,0.663
"1283",3,83.3,66.1,0.68
"1284",4,82.7,70.6,0.603
"1285",5,79.2,70.1,0.612
"1286",6,69.1,62.9,0.498
"1287",7,71.5,63.8,0.508
"1288",1,72.8,58.1,0.618
"1289",2,74.1,62.1,0.662
"1290",3,76.2,65.9,0.607
"1291",4,78.7,72.1,0.741
"1292",5,83,69.8,0.798
"1293",6,81.6,65.1,0.623
"1294",7,81,65.8,0.574
"1295",1,81.9,65.6,0.725
"1296",2,77.7,59,0.699
"1297",3,76.5,52.6,0.698
"1298",4,78.3,61,0.731
"1299",5,82.8,67.2,0.769
"1300",6,87.2,62.9,0.65
"1301",7,84,60,0.566
"1302",1,82.3,69.2,0.698
"1303",2,78.9,68.1,0.688
"1304",3,82.6,61.4,0.69
"1305",4,83.2,66.8,0.709
"1306",5,76.1,68.5,0.774
"1307",6,77,69.4,0.599
"1308",7,74.9,71.3,0.529
"1309",1,72.8,67,0.569
"1310",2,73,62,0.602
"1311",3,71.5,58.9,0.687
"1312",4,72.9,60,0.715
"1313",5,74.5,61.3,0.7
"1314",6,78,67.7,0.578
"1315",7,79,58.7,0.54
"1316",1,78.6,58.1,0.632
"1317",2,78.2,61.5,0.65
"1318",3,79.7,72,0.618
"1319",4,84.3,73.3,0.672
"1320",5,82.4,73.5,0.729
"1321",6,86.9,74.8,0.614
"1322",7,87.8,71.5,0.521
"1323",1,82.6,69.1,0.643
"1324",2,82.5,72.4,0.644
"1325",3,80.8,68.8,0.658
"1326",4,78.8,65.1,0.635
"1327",5,80,66.7,0.707
"1328",6,76.7,69.1,0.579
"1329",7,78,70.2,0.512
"1330",1,73.7,60.4,0.669
"1331",2,71.2,50.4,0.637
"1332",3,76.9,58.6,0.635
"1333",4,77.8,64.2,0.659
"1334",5,82.4,68.3,0.756
"1335",6,80.2,59.2,0.624
"1336",7,78.5,61.9,0.559
"1337",1,80.6,62.4,0.673
"1338",2,77,58.7,0.622
"1339",3,78.9,66.3,0.661
"1340",4,73.9,67.8,0.675
"1341",5,72.6,56.7,0.697
"1342",6,71.2,56.8,0.498
"1343",7,70.8,54.2,0.466
"1344",1,72.8,52.1,0.419
"1345",2,76.7,59,0.626
"1346",3,76,65.7,0.648
"1347",4,78.2,68.1,0.717
"1348",5,85,69.2,0.715
"1349",6,81.1,72.9,0.598
"1350",7,79.4,62.9,0.538
"1351",1,69.5,49.6,0.648
"1352",2,70.8,58.1,0.779
"1353",3,75.7,60.4,0.779
"1354",4,68,49.4,0.757
"1355",5,66.2,52.8,0.78
"1356",6,67.1,56.2,0.646
"1357",7,74.3,66.4,0.535
"1358",1,72.7,69.2,0.68
"1359",2,72.9,66.4,0.619
"1360",3,75.3,58.7,0.621
"1361",4,74.2,51.3,0.66
"1362",5,74,54.7,0.812
"1363",6,65.8,52.5,0.612
"1364",7,61.3,39.7,0.572
"1365",1,63.1,44.4,0.623
"1366",2,68.1,58.4,0.659
"1367",3,64.4,57.8,0.637
"1368",4,60.6,53,0.624
"1370",6,58.4,54.3,0.581
"1371",7,59.6,55.2,0.486
"1372",1,64.6,57.1,0.49
"1373",2,64.5,54.7,0.523
"1374",3,60,47.8,0.695
"1375",4,62.1,52.1,0.764
"1376",5,63.4,53.2,0.754
"1377",6,63,58.5,0.633
"1378",7,58,52.8,0.48
"1379",1,54.3,34.1,0.539
"1380",2,53.4,38,0.739
"1381",3,57.9,48.8,0.498
"1382",4,60.1,54.1,0.757
"1383",5,54.4,38.1,0.767
"1384",6,54,39.7,0.641
"1385",7,59.6,50.2,0.503
"1386",1,69.4,58,0.585
"1387",2,73.1,60.8,0.59
"1388",3,74.8,60.2,0.676
"1389",4,66.6,53.7,0.662
"1391",6,53.4,47.9,0.629
"1392",7,52.4,32.8,0.534
"1393",1,56.1,40.1,0.573
"1394",2,48.6,30.5,0.566
"1395",3,44.2,24.9,0.706
"1396",4,44.2,32.8,0.831
"1397",5,47.8,39.3,0.798
"1398",6,49.2,35.5,0.614
"1399",7,65.4,54,0.557
"1400",1,50.7,37.2,0.655
"1401",2,48.9,37.2,0.732
"1402",3,59.7,48.9,0.665
"1403",4,65.3,54.3,0.689
"1404",5,56.2,37.3,0.777
"1405",6,52,33.6,0.626
"1406",7,54.4,37.1,0.532
"1407",1,46.6,27.3,0.699
"1408",2,52,30.6,0.62
"1409",3,56.4,41,0.541
"1410",4,48.5,32.7,0.706
"1411",5,53.4,31.4,0.665
"1412",6,42.9,19.7,0.603
"1413",7,49,23.6,0.518
"1414",1,53.6,20.8,0.668
"1415",2,51.4,40,0.741
"1416",3,51.6,38.2,0.705
"1417",4,54.3,38.6,0.707
"1418",5,52.5,37.4,0.776
"1419",6,55.2,41.8,0.692
"1420",7,41.2,31.7,0.529
"1421",1,38.2,18.4,0.684
"1422",2,38.4,18.8,0.765
"1423",3,38.8,21.8,0.807
"1424",4,43.2,31.2,0.428
"1425",5,48.6,42.6,0.455
"1426",6,47.7,38.8,0.463
"1427",7,43.5,29.9,0.466
"1428",1,44.3,28.9,0.647
"1429",2,54.2,47.7,0.752
"1430",3,55.8,53,0.73
"1431",4,51.4,42.6,0.734
"1432",5,44.7,27.4,0.69
"1433",6,44.3,26.5,0.592
"1434",7,42.2,22.7,0.482
"1435",1,42.8,31.6,0.791
"1436",2,42.7,29.8,0.711
"1437",3,41.3,36.9,0.637
"1438",4,42.2,30.8,0.635
"1439",5,36,11.9,0.701
"1440",6,31.5,15.4,0.555
"1441",7,30.8,16.9,0.522
"1442",1,38.8,34.9,0.665
"1443",2,39.6,24.8,0.63
"1444",3,39.4,22.8,0.689
"1445",4,27.7,2,0.749
"1446",5,20.7,2.8,0.792
"1447",6,29.9,22.2,0.623
"1448",7,45.5,41.8,0.521
"1449",1,28.4,8.7,0.722
"1450",2,25.8,7.3,0.719
"1451",3,34.3,16.3,0.676
"1452",4,41.6,22.7,0.7
"1453",5,41.8,24.2,0.692
"1454",6,42.1,32.2,0.554
"1455",7,43.9,30.6,0.365
"1456",1,37.5,26,0.394
"1457",2,54.7,45.1,0.569
"1458",3,39.7,24.4,0.546
"1459",4,38.9,29.4,0.542
"1460",5,37.3,25.2,0.583
"1461",6,36.4,19.7,0.465
"1462",7,44.8,22.9,0.485
"1463",1,39.3,28.9,0.449
"1464",2,40.1,39.3,0.659
"1465",3,44.6,37.3,0.59
"1466",4,31.4,9.3,0.552
"1467",5,30.2,16,0.6
"1469",7,20.1,7.2,0.406
"1470",1,18.6,3.1,0.669
"1471",2,27.7,15.3,0.597
"1472",3,45.8,37.8,0.629
"1473",4,55.6,48.4,0.646
"1474",5,51.4,35.8,0.604
"1475",6,31.1,16.4,0.495
"1476",7,33,23.8,0.49
"1477",1,35,20,0.477
"1478",2,40,30.4,0.657
"1479",3,39.2,37.7,0.549
"1480",4,42.1,35,0.61
"1481",5,41.9,33,0.605
"1482",6,42.9,41,0.475
"1483",7,44.5,43.6,0.411
"1484",1,41.2,35.4,0.667
"1485",2,36.2,35.1,0.564
"1486",3,40.5,30.4,0.576
"1487",4,49.2,34.4,0.563
"1488",5,41.8,24.6,0.583
"1489",6,36.6,20.9,0.501
"1490",7,38.4,18.6,0.428
"1491",1,34.6,13.9,0.545
"1492",2,29.3,15.8,0.571
"1493",3,39.6,26.6,0.574
"1494",4,39.5,22.2,0.586
"1495",5,30.6,11,0.609
"1496",6,27.6,5.2,0.541
"1497",7,35.2,13.9,0.429
"1498",1,41.6,20.4,0.568
"1499",2,39.3,34.9,0.626
"1500",3,45.9,39.9,0.673
"1501",4,33.3,23.6,0.507
"1502",5,24.2,6.2,0.708
"1503",6,37.3,21.5,0.511
"1504",7,34.7,28.7,0.439
"1505",1,35.2,24.7,0.642
"1506",2,32.6,18.8,0.688
"1507",3,40.3,29.5,0.603
"1508",4,33.6,19.1,0.652
"1509",5,32.1,14.1,0.68
"1510",6,45.7,21.7,0.57
"1511",7,59.9,32.1,0.438
"1512",1,50.5,25.4,0.428
"1513",2,40.8,18.8,0.483
"1514",3,47.2,35.4,0.477
"1515",4,53,44.9,0.581
"1516",5,62.7,51.6,0.657
"1517",6,57.3,53.5,0.573
"1518",7,41.5,24.8,0.462
"1519",1,42.2,19.2,0.54
"1520",2,51.1,37.4,0.591
"1521",3,58.6,53.5,0.571
"1522",4,52,28.1,0.653
"1523",5,34.5,8.9,0.745
"1524",6,25.1,1.8,0.536
"1525",7,22.8,-8.1,0.489
"1526",1,33.5,5.8,0.618
"1527",2,45.6,37.1,0.637
"1528",3,54.2,36.7,0.609
"1529",4,55.5,16.8,0.665
"1530",5,39.2,23.9,0.612
"1531",6,23.2,4,0.548
"1532",7,23.8,3.3,0.516
"1533",1,26,3.9,0.792
"1534",2,29.6,24.9,0.374
"1535",3,23.2,9.4,0.65
"1536",4,29.7,9.8,0.839
"1537",5,36.3,12.6,0.756
"1538",6,36.3,22.5,0.504
"1539",7,38.7,23.9,0.55
"1540",1,41.5,13.9,0.75
"1541",2,48.5,24.2,0.636
"1542",3,39.7,11.2,0.617
"1543",4,30.2,0.9,0.703
"1544",5,43.3,20.2,0.654
"1545",6,54.1,36.9,0.571
"1546",7,40.3,34.5,0.456
"1547",1,42.5,40,0.629
"1548",2,43.8,42.3,0.592
"1549",3,48.4,37,0.672
"1550",4,44.3,23.1,0.639
"1551",5,40.4,35.9,0.753
"1552",6,40.3,35.1,0.591
"1553",7,49.8,29.8,0.514
"1554",1,55.3,30.8,0.646
"1555",2,49.1,44.9,0.598
"1556",3,51.2,43.5,0.587
"1557",4,44.1,41.4,0.713
"1558",5,47.7,36.8,0.694
"1559",6,45.9,22.5,0.627
"1560",7,53.2,22.7,0.541
"1561",1,62.5,36.3,0.634
"1562",2,69.4,47,0.519
"1563",3,65.2,51,0.54
"1564",4,57.4,32.8,0.59
"1565",5,56.4,26.5,0.515
"1566",6,56.8,36.6,0.495
"1567",7,70.1,54.5,0.481
"1568",1,69.3,45.6,0.488
"1569",2,57.4,32,0.516
"1570",3,48.1,38.3,0.58
"1571",4,54.6,47.8,0.632
"1572",5,51.4,48,0.69
"1573",6,51.8,48.4,0.551
"1574",7,53.7,37.3,0.517
"1575",1,54.2,42,0.541
"1576",2,51.8,48.3,0.723
"1577",3,55.1,53.9,0.63
"1578",4,61.4,57.8,0.688
"1580",6,75.1,57.1,0.661
"1581",7,62.6,43.9,0.47
"1582",1,57.2,49.7,0.639
"1583",2,69.3,54.1,0.743
"1584",3,61.4,34.9,0.714
"1585",4,55,32.3,0.701
"1586",5,53.7,49.5,0.776
"1587",6,59.7,55.6,0.685
"1588",7,52.6,43.1,0.514
"1589",1,50.3,32.6,0.638
"1590",2,53.3,33.1,0.651
"1591",3,56.9,38,0.668
"1592",4,53.5,37.1,0.686
"1593",5,54.1,42.1,0.817
"1594",6,50.5,46.5,0.683
"1595",7,52.8,44.6,0.633
"1596",1,59.1,41.6,0.729
"1597",2,66.2,44.1,0.694
"1598",3,76,53.2,0.753
"1601",6,63.4,46,0.612
"1602",7,59.3,39,0.618
"1603",1,56.7,51.8,0.719
"1604",2,62.2,52.9,0.659
"1605",3,62.3,50.9,0.641
"1606",4,57.6,54.2,0.742
"1607",5,62.1,55.6,0.776
"1608",6,66.2,54.2,0.475
"1609",7,63.8,55.8,0.474
"1610",1,58.2,53.1,0.371
"1611",2,57.1,53.5,0.647
"1612",3,63.1,58.6,0.669
"1613",4,68.4,54.9,0.654
"1614",5,68,43.2,0.737
"1615",6,64.3,41.3,0.637
"1616",7,63.3,45.2,0.468
"1617",1,62.5,58.8,0.656
"1618",2,56.8,54,0.66
"1619",3,57.8,47.4,0.675
"1620",4,62,49.5,0.66
"1621",5,66,46.8,0.77
"1622",6,75.7,53.2,0.665
"1623",7,81.3,59.3,0.702
"1624",1,84,60.8,0.804
"1625",2,86,62.7,0.829
"1626",3,77.4,63.3,0.754
"1627",4,70.1,51.6,0.771
"1628",5,66.1,59.2,0.657
"1629",6,68.7,65.5,0.654
"1630",7,75.9,70.8,0.593
"1631",1,79.3,72.1,0.819
"1632",2,75.3,63,0.813
"1633",3,77.5,58.3,0.744
"1634",4,75.8,59.2,0.845
"1635",5,79.7,70.5,0.793
"1636",6,77.8,65.9,0.753
"1637",7,76.1,58,0.59
"1638",1,72.4,51,0.669
"1639",2,70,54.5,0.757
"1640",3,69.7,49.1,0.73
"1641",4,74.6,58,0.767
"1642",5,79.3,64.8,0.747
"1643",6,79,70.2,0.595
"1644",7,77.8,66.8,0.537
"1645",1,80.4,62.7,0.617
"1646",2,76.7,60.1,0.424
"1647",3,76.7,57.7,0.706
"1648",4,72.9,59.1,0.611
"1649",5,72.9,66.5,0.674
"1650",6,75.7,67.2,0.585
"1651",7,75.2,54.9,0.512
"1652",1,76.3,57.6,0.667
"1653",2,78.8,67.9,0.638
"1654",3,82.3,69.4,0.677
"1655",4,83,70.7,0.759
"1656",5,69.7,66.3,0.707
"1657",6,73.8,65.9,0.649
"1658",7,76.8,62,0.515
"1659",1,78.2,66.8,0.639
"1660",2,79.6,69.5,0.706
"1661",3,83.2,68.3,0.747
"1662",4,85.7,67.8,0.774
"1663",5,82.5,66.8,0.733
"1664",6,83.8,65,0.648
"1665",7,74.6,69.9,0.554
"1666",1,69.3,64.4,0.62
"1667",2,65.8,59,0.595
